name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,chiller_resize_factor,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,electricity_kwh,size_kw,size_kwh,comfort_result_time_setpoint_not_met_during_occupied_heating,year_one_bill_us_dollars,water_qbft,electricity_produced_kwh,natural_gas_kwh,comfort_result_time_setpoint_not_met_during_occupied_cooling,year_one_energy_cost_us_dollars,comfort_result_time_setpoint_not_met_during_occupied_hours,comfort_result_hours_out_of_comfort_bounds_PMV
API Generated 2021-05-30 04:14:46 +0000,8f9c70b3-ae0e-4556-bb5e-afb07c8b32c4,2021-05-30T04:48:09.165Z,2021-05-30T05:03:19.899Z,completed,completed normal,28.88247652,0.660328323,0.536026669,44.42873982,7451.314367,1499.465488,381.0119857,18929450,129.4334704,210.5835116,766,2840617.72,120573.01,18929452.78,26227613.89,1335,2235650.58,2101,1341
API Generated 2021-05-30 04:14:46 +0000,862048d5-c554-40ff-b0c8-deb45ef6330a,2021-05-30T04:32:03.015Z,2021-05-30T04:47:03.020Z,completed,completed normal,23.14422533,0.363497701,2.412060424,43.75272871,6756.086024,1556.27526,292.8407019,22183466.67,1466.053848,1933.242769,762,3421059.18,131371.43,22183468.06,26224230.56,1346,2639115.37,2108,1334
API Generated 2021-05-30 05:32:57 +0000,79f2ef14-c127-443f-b310-44530effd773,2021-05-30T06:18:46.320Z,2021-05-30T06:32:56.559Z,completed,completed normal,28.20387491,0.875429161,3.507943304,40.35954729,5884.536631,837.4647863,226.4279292,23525497.22,1515.451611,4182.364268,764,3458357.79,131410.41,23525495,26246063.89,1308,2667630.98,2072,1336
API Generated 2021-05-30 01:38:05 +0000,de910352-0e8a-4390-8900-30a42b7342db,2021-05-30T01:38:08.884Z,2021-05-30T01:54:12.930Z,completed,completed normal,29.55657156,0.920643637,2.56650269,49.29875097,3978.717398,492.1482683,597.6589526,23420425,638.6614233,992.907838,765,3546729.11,133730.94,23420426.39,26204219.44,1365,2757885.84,2130,1343
API Generated 2021-05-30 03:13:30 +0000,5cf084e8-9e5e-4aa5-ac3c-543281fc943c,2021-05-30T03:58:30.999Z,2021-05-30T04:13:29.646Z,completed,completed normal,29.8125849,0.344221444,1.922865578,49.78151627,3685.033528,1446.427819,809.3303075,22194227.78,36.02283848,47.50227428,763,3405599.16,130415.54,22194229.44,26189461.11,1368,2619356.51,2131,1336
API Generated 2021-05-30 05:49:27 +0000,b202af37-58ae-47c6-a0da-da78409b7b9a,2021-05-30T06:35:13.451Z,2021-05-30T06:49:53.610Z,completed,completed normal,23.15588714,0.198320859,3.753223601,47.3878634,3715.671914,1131.159697,296.325032,26222513.89,1009.627401,2094.424468,763,3976133.05,148293.15,26222515.56,26199180.56,1338,3054099.4,2101,1340
API Generated 2021-05-30 01:54:40 +0000,04406970-6c8c-42ca-8abe-09b10763b9f9,2021-05-30T02:42:21.781Z,2021-05-30T02:56:55.400Z,completed,completed normal,23.19800114,0.562876625,0.391256723,48.05381379,549.4795057,660.6571257,227.3025539,18866141.67,619.0292615,2555.901336,765,2596206.67,122748.8,18866143.06,26189380.56,1367,2085923.5,2132,1341
API Generated 2021-05-30 05:32:57 +0000,e3652d4d-a8a8-4060-9707-c9a57740af1d,2021-05-30T06:04:08.231Z,2021-05-30T06:18:46.178Z,completed,completed normal,23.82556563,0.28654504,3.379803436,42.63760076,1335.723412,1367.862339,451.5848224,24360097.22,374.8936598,494.3614164,765,3914948.32,141185.61,24360097.5,26235877.78,1333,2963010.67,2098,1342
API Generated 2021-05-30 06:50:13 +0000,16637625-0b99-49c3-a446-c5fb39ce9bed,2021-05-30T07:06:39.902Z,2021-05-30T07:21:29.612Z,completed,completed normal,20.563563,0.565696892,1.096964405,42.26627014,2238.305911,1387.251765,826.6883417,20234075,60.83545601,80.22195471,762,3101024.91,125489.98,20234077.22,26238816.67,1334,2431384.32,2096,1336
API Generated 2021-05-30 01:38:05 +0000,a588b4d3-467a-442c-ae1c-cfea79050b2c,2021-05-30T01:38:07.223Z,2021-05-30T01:54:24.686Z,completed,completed normal,29.23315144,0.349140668,0.678548918,49.01254627,3527.718675,1486.765397,791.3067277,19482538.89,31.36036226,41.35400185,762,2935104.22,122783.04,19482538.89,26186616.67,1383,2299480.58,2145,1338
API Generated 2021-05-30 06:50:13 +0000,8048b07b-347e-4815-88be-31c834507b35,2021-05-30T07:22:18.543Z,2021-05-30T07:36:54.822Z,completed,completed normal,21.97576262,0.851978331,1.295646588,44.89398526,1681.983069,1105.48192,427.9246936,20655361.11,197.100264,442.4676303,762,3107896.63,127576.49,20655361.67,26213261.11,1339,2448323.38,2101,1336
API Generated 2021-05-30 06:50:13 +0000,66e4c5df-fef5-4e98-a7a1-b7f3fa7860f7,2021-05-30T07:36:01.096Z,2021-05-30T07:50:32.326Z,completed,completed normal,24.71701802,0.477635862,2.000037947,46.77463776,6228.757509,883.0281903,435.647548,22026877.78,323.8244416,624.274954,762,3313273.52,132082.33,22026879.72,26205455.56,1339,2579830.51,2101,1339
API Generated 2021-05-30 03:12:35 +0000,8d2c32b7-a629-46b0-970e-c6bf4f401ebe,2021-05-30T03:57:17.013Z,2021-05-30T04:11:45.034Z,completed,completed normal,23.95992004,0.74461495,3.17749741,47.63728941,5329.387823,444.263918,299.0983914,25064691.67,1707.582586,4659.39359,763,3521824.31,143665.86,25064693.61,26188727.78,1344,2774918.03,2107,1340
API Generated 2021-05-30 04:14:46 +0000,3fb53b81-041f-4251-a774-fd253e12e560,2021-05-30T04:14:49.546Z,2021-05-30T04:31:33.478Z,completed,completed normal,29.24553806,0.296887174,1.072863825,49.36841071,809.8683619,1106.030876,312.7008083,20380908.33,293.3130293,739.8780624,765,3001096.99,125141.47,20380910.56,26204180.56,1374,2371750.01,2139,1337
API Generated 2021-05-30 07:06:38 +0000,629f84cb-ebe2-4626-860a-8d3cfc3a2322,2021-05-30T07:52:04.172Z,2021-05-30T08:06:18.746Z,completed,completed normal,29.73154516,0.958057657,3.631821901,41.3909992,7605.480982,685.1857224,747.2416136,23946475,963.9248466,1271.09979,765,3782820.88,132726,23946475,26241783.33,1335,2885102.95,2100,1339
API Generated 2021-05-30 04:14:46 +0000,6b6dbfe5-1d35-48f2-a06b-eba3307c3278,2021-05-30T04:14:48.274Z,2021-05-30T04:31:35.422Z,completed,completed normal,23.71422968,0.219126017,3.870549893,40.78420361,1496.035264,464.4152005,600.418564,25153275,1955.916397,2579.210331,768,3784255.48,143552.72,25153277.5,26235397.22,1331,2959740.48,2099,1335
API Generated 2021-05-30 06:50:13 +0000,3277a40a-f025-4da2-8b09-deaf81b42be8,2021-05-30T06:50:17.719Z,2021-05-30T07:06:14.587Z,completed,completed normal,25.88840488,0.965132994,3.219958078,46.90941428,7109.100688,689.380693,825.0225866,24078875,581.0741485,766.2456581,764,3676001.27,138149.69,24078877.5,26201608.33,1354,2816937.84,2118,1343
API Generated 2021-05-30 01:38:05 +0000,b723320b-3e2f-4625-b7e2-5988d7de825b,2021-05-30T01:54:13.092Z,2021-05-30T02:09:08.857Z,completed,completed normal,29.76591266,0.105561044,0.946684065,44.9228375,1982.038751,1632.193261,652.955717,19946358.33,63.20864475,83.35141,763,3092433.91,121323.36,19946361.11,26211247.22,1794,2391634.46,2557,2035
API Generated 2021-05-30 06:50:13 +0000,afee1864-a383-44e5-a832-8c141ead2971,2021-05-30T07:06:45.651Z,2021-05-30T07:22:17.686Z,completed,completed normal,28.34677896,0.652725896,2.932150009,42.49202163,3184.720406,1086.706752,482.3380981,22981225,578.0417938,764.3588518,762,3595655.4,131539.26,22981227.22,26228727.78,1319,2756800.12,2081,1337
API Generated 2021-05-30 06:50:13 +0000,34b70aa0-0b20-4f01-b79c-dc74f5a15f3d,2021-05-30T07:21:37.680Z,2021-05-30T07:36:25.841Z,completed,completed normal,29.4375924,0.178167652,1.785213183,47.87333959,5386.583502,1607.716405,510.7964173,22009619.44,51.66452095,68.12850813,769,3376032.6,130052.16,22009619.72,26184772.22,1345,2637050.43,2114,1342
API Generated 2021-05-30 08:07:20 +0000,1978f91b-5467-412e-9ce4-593cb5bac65a,2021-05-30T08:22:37.357Z,2021-05-30T08:37:07.235Z,completed,completed normal,26.40847806,0.962787542,2.862727642,48.94143937,6825.005046,1581.618079,813.1248051,24199194.44,2.728849605,3.598454977,763,3797600.18,138569.72,24199196.94,26193958.33,1361,2875085.36,2124,1337
API Generated 2021-05-30 08:07:20 +0000,01963e65-6d66-43d7-b1ca-6b6d693d9194,2021-05-30T08:22:51.329Z,2021-05-30T08:37:53.163Z,completed,completed normal,25.76024445,0.419301283,1.643093643,44.97536164,5963.633439,1413.051345,342.5980819,20784055.56,203.8093919,347.0830251,763,3157055.58,125230.78,20784056.94,26206647.22,1349,2454582.7,2112,1340
API Generated 2021-05-30 08:07:20 +0000,d2f485c5-a7e9-4489-b873-29a94a149bfd,2021-05-30T09:07:41.162Z,2021-05-30T09:22:18.860Z,completed,completed normal,25.00555377,0.57128629,3.557930243,48.56938173,7244.777072,518.2025039,284.6394025,25572797.22,1657.864161,4101.82973,762,3653944.43,144577.33,25572796.94,26189219.44,1379,2867458.07,2141,1346
API Generated 2021-05-30 08:23:19 +0000,24e104fd-6eb3-4021-839f-cc65308df5ed,2021-05-30T09:08:38.303Z,2021-05-30T09:23:24.173Z,completed,completed normal,25.85153515,0.630130896,1.990097579,45.22370556,7586.356984,1339.049118,410.4430287,21257305.56,336.8782561,444.2316041,763,3299403.41,126432.09,21257305.83,26203702.78,1350,2542620.98,2113,1341
API Generated 2021-05-30 09:24:11 +0000,f639e125-f3bc-4165-be89-c9ea915a95bd,2021-05-30T09:24:13.817Z,2021-05-30T09:39:43.001Z,completed,completed normal,29.1477459,0.689094831,3.685589479,42.41057651,1617.647659,1644.363647,808.4025909,24322555.56,55.95457284,73.78567537,762,3987615.9,134661.34,24322557.78,26221516.67,1323,2972411.51,2085,1334
API Generated 2021-05-30 09:24:11 +0000,71ee4eb2-a4a0-4fdc-9e2c-43e557ca7c35,2021-05-30T09:39:18.848Z,2021-05-30T09:53:49.449Z,completed,completed normal,22.62026844,0.502086279,1.47651261,46.19254491,5345.229313,725.1917323,491.3979933,20938875,673.2527151,887.7988654,765,3130330.41,127781.38,20938875.28,26202913.89,1332,2464350.58,2097,1338
API Generated 2021-05-30 09:39:50 +0000,9fd787d1-ad69-4a72-9632-ed787c6d8785,2021-05-30T10:24:40.372Z,2021-05-30T10:39:11.284Z,completed,completed normal,28.82770555,0.631531146,3.542674001,48.98872476,7484.939421,986.2025474,476.4817624,25092388.89,506.2200375,722.5295889,762,3844328.73,138200.65,25092389.72,26187675,1368,2926569.48,2130,1336
API Generated 2021-05-30 01:38:05 +0000,3cab47e7-9f2b-4028-afdc-86cfcd4c3c02,2021-05-30T01:54:24.843Z,2021-05-30T02:09:08.888Z,completed,completed normal,28.98355946,0.79787517,3.344137109,42.29153223,1538.124872,1556.859888,472.1273669,23848977.78,285.9037891,377.01305,765,3814026.08,133542.35,23848979.17,26224297.22,1337,2878094.25,2102,1338
API Generated 2021-05-30 01:38:05 +0000,8ea05f1d-c07f-4f9d-8605-89ed12d193db,2021-05-30T02:09:42.493Z,2021-05-30T02:25:03.942Z,completed,completed normal,20.33405099,0.815784872,2.111840642,40.02172719,7558.659335,1284.090041,280.3450551,21924025,1303.138027,1718.410391,764,3361307.41,130484.23,21924025.56,26238361.11,1309,2610681.27,2073,1338
API Generated 2021-05-30 04:14:46 +0000,c3683617-63d3-43e1-acb8-c298dc3140ee,2021-05-30T04:47:29.619Z,2021-05-30T05:02:35.392Z,completed,completed normal,29.63743137,0.120502803,2.330078528,46.63671489,3088.071976,747.4866575,742.5843937,22245380.56,413.2421476,544.9304571,765,3382947.88,129451.68,22245381.11,26198980.56,1384,2629330.8,2149,1395
API Generated 2021-05-30 08:07:20 +0000,b289f37e-c009-4dd5-8939-e5595ffc6c3a,2021-05-30T08:23:10.744Z,2021-05-30T08:38:36.879Z,completed,completed normal,20.37288424,0.987422636,0.646334755,49.75035122,1070.694945,829.3721555,427.9908411,19557619.44,258.6553463,705.2038883,764,2859173.98,124346.04,19557619.72,26184238.89,1363,2266816.65,2127,1340
API Generated 2021-05-30 02:57:05 +0000,d1a05356-ad15-441c-8b78-6ded5b4bac66,2021-05-30T03:28:02.574Z,2021-05-30T03:42:50.816Z,completed,completed normal,25.34414958,0.264797079,1.814222248,49.81490402,4602.816671,779.0018385,616.8093566,22253536.11,299.3370176,413.5303263,765,3376099.43,133072.97,22253538.33,26196722.22,1377,2640345.78,2142,1342
API Generated 2021-05-30 04:32:11 +0000,5a6bd4ac-c206-4bfb-9f0e-69961f9ab40c,2021-05-30T05:18:29.974Z,2021-05-30T05:32:48.210Z,completed,completed normal,24.33740959,0.20607285,1.170977694,46.48606482,3791.183026,891.9608508,316.529109,20356344.44,388.7803892,1042.234789,763,3013538.44,125145.09,20356343.33,26185502.78,1427,2377076.93,2190,1474
API Generated 2021-05-30 02:57:05 +0000,b0bbcc62-f326-4484-afe6-96974f943ade,2021-05-30T03:12:39.572Z,2021-05-30T03:27:43.807Z,completed,completed normal,23.48450419,0.456869745,0.390087529,47.55251346,3519.67374,1079.926099,785.33009,18874336.11,132.9631156,175.3346114,765,2807459.8,122808.47,18874336.39,26182841.67,1343,2210240.89,2108,1338
API Generated 2021-05-30 04:14:46 +0000,8e43a83a-7a76-438b-ae11-37c588028e4a,2021-05-30T04:14:51.371Z,2021-05-30T04:31:39.657Z,completed,completed normal,27.28793694,0.893480795,1.045949888,41.07775567,5124.803138,1167.505206,689.8427987,19729091.67,101.5167988,133.8672638,767,3015097.17,121379.09,19729092.5,26253363.89,1329,2365979.56,2096,1341
API Generated 2021-05-30 08:07:20 +0000,8e8b13e5-108a-47f3-b51a-7785cf795df2,2021-05-30T08:07:24.465Z,2021-05-30T08:23:29.612Z,completed,completed normal,29.08317962,0.449109984,0.583516705,49.01254627,5142.930737,1488.115781,791.3067277,19294500,34.74747757,45.82049277,767,2904863.57,122271.66,19294501.94,26201272.22,1376,2275461.18,2143,1338
API Generated 2021-05-30 09:24:11 +0000,7b306de2-a3d2-4302-a0e9-8152ffe61691,2021-05-30T10:10:13.986Z,2021-05-30T10:24:40.227Z,completed,completed normal,24.97010328,0.817828249,2.112477153,44.18404053,5577.463909,1451.230176,764.3154183,21652997.22,502.1397762,662.1571863,765,3372548.42,128798.78,21652996.11,26212991.67,1347,2584425.3,2112,1339
API Generated 2021-05-30 09:40:20 +0000,5a9e857a-aa28-4d07-afdf-e858fcca6a06,2021-05-30T10:25:07.934Z,2021-05-30T10:39:48.428Z,completed,completed normal,24.28144059,0.344629827,3.753223601,48.20700145,3425.469023,626.406845,267.2031587,26060219.44,1792.789341,3875.537251,762,3768866.61,147557.96,26060220.83,26189197.22,1372,2994408.23,2134,1337
API Generated 2021-05-30 06:50:13 +0000,55eb146e-2fa8-4a11-9f97-90559abfdd3d,2021-05-30T07:37:49.070Z,2021-05-30T07:52:32.523Z,completed,completed normal,21.06613838,0.802942697,1.479530168,45.14786526,2804.414782,1419.193316,657.6253707,20951150,381.703304,503.341097,765,3182982.46,128443.93,20951151.67,26203952.78,1343,2493583.16,2108,1338
API Generated 2021-05-30 02:57:05 +0000,6f23e6ed-54cd-4151-a488-c082275677e1,2021-05-30T02:57:10.602Z,2021-05-30T03:12:29.546Z,completed,completed normal,20.18985628,0.850882596,2.074193234,40.02172719,7821.735833,1217.049557,325.7537347,21819550,1260.501934,1662.18741,764,3340624.89,129919.09,21819551.11,26237525,1327,2594775,2091,1342
API Generated 2021-05-30 09:24:11 +0000,5206472a-d552-4f37-9d07-285ca8b1574d,2021-05-30T09:55:35.562Z,2021-05-30T10:10:12.969Z,completed,completed normal,23.72252147,0.683338904,2.744690522,42.51075368,1140.42392,1025.847359,325.5122944,23385647.22,591.494443,1300.923396,765,3590604.27,137480.53,23385648.33,26243619.44,1322,2788819.52,2087,1340
API Generated 2021-05-30 06:50:13 +0000,28d95ede-3808-487d-ad1f-388674d9d70b,2021-05-30T07:06:21.757Z,2021-05-30T07:20:59.605Z,completed,completed normal,25.94727173,0.203324098,1.48257997,46.82586632,4536.783685,1057.825407,273.0811725,20997597.22,444.2239343,1293.026583,764,3062280.38,127444.88,20997598.06,26198175,1368,2406438.32,2132,1377
API Generated 2021-05-30 03:13:41 +0000,65f2125a-150f-4d5e-8991-2d6600b29721,2021-05-30T04:00:27.990Z,2021-05-30T04:14:38.699Z,completed,completed normal,29.15848774,0.928433744,2.330078528,46.41207927,2496.134685,1432.227199,781.3095484,22199544.44,65.34508768,86.16867544,766,3470224.17,129413.77,22199544.44,26207266.67,1370,2646574.08,2136,1339
API Generated 2021-05-30 06:50:13 +0000,6c5633a6-4c8c-4a93-ac1b-1c6b48096ade,2021-05-30T07:20:43.020Z,2021-05-30T07:34:59.068Z,completed,completed normal,25.66320243,0.973385848,2.390310424,45.26864853,7682.251889,593.2357005,251.0676982,21848430.56,1401.889626,2226.811194,763,3263567.76,128534.21,21848428.33,26206261.11,1348,2553579.63,2111,1340
API Generated 2021-05-30 08:07:20 +0000,da2a490a-ba10-4b5f-af0b-5d206ba1fd99,2021-05-30T08:07:22.040Z,2021-05-30T08:23:13.242Z,completed,completed normal,26.48084483,0.468712318,1.307218941,40.17161251,5330.281498,561.5838711,501.7141982,20212230.56,302.7124254,808.6121054,765,3016646.6,122960.97,20212229.72,26240850,1314,2382369.11,2079,1338
API Generated 2021-05-30 09:24:11 +0000,610cb7cd-62ad-4fe6-8b1d-37b6d8c8fcff,2021-05-30T09:55:49.191Z,2021-05-30T10:10:13.845Z,completed,completed normal,29.52948393,0.84357519,3.549589055,43.91474487,7619.986783,671.3003413,778.4882761,23674086.11,699.1827632,1222.080838,764,3745901.75,131651.76,23674087.5,26214708.33,1331,2870760.13,2095,1341
API Generated 2021-05-30 06:50:13 +0000,23704236-a77b-4d13-b88f-4ca99a11542d,2021-05-30T07:07:24.230Z,2021-05-30T07:22:18.381Z,completed,completed normal,20.91171032,0.987422636,0.796068182,49.70458548,4311.245518,708.3955239,619.5841901,19944494.44,203.2009094,454.9452512,764,2951382.01,125569.03,19944495,26188936.11,1365,2334854.01,2129,1340
API Generated 2021-05-30 01:38:05 +0000,98582e63-0823-4f4b-86eb-de832d4d5fbb,2021-05-30T02:11:48.689Z,2021-05-30T02:26:30.994Z,completed,completed normal,22.84673914,0.20607285,0.735003418,46.48606482,3458.621149,891.9608508,338.5166496,19530169.44,395.7485216,1189.343905,764,2854821.88,122060.09,19530171.67,26194038.89,1547,2253226.71,2311,1675
API Generated 2021-05-30 02:57:06 +0000,0f92016d-7aa8-4964-bbac-cdd64373e90b,2021-05-30T03:29:13.042Z,2021-05-30T03:44:05.369Z,completed,completed normal,21.4886111,0.896203557,0.391256723,49.4238899,5346.425213,678.9984384,227.3025539,18882461.11,619.1360924,2594.576162,764,2595754.83,122990.13,18882462.22,26194966.67,1374,2087038.74,2138,1343
API Generated 2021-05-30 02:57:05 +0000,5a59f47a-89b4-4b95-a08b-631f61d11139,2021-05-30T02:57:09.015Z,2021-05-30T03:13:30.449Z,completed,completed normal,26.77051056,0.844011481,1.799166641,40.30520509,6836.066793,1221.946861,763.3005606,20986658.33,81.09014906,106.9312321,762,3273450.82,124954.11,20986661.11,26258883.33,1305,2546047.89,2067,1337
