name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,year_one_energy_supplied_kw,year_one_energy_supplied_kwh,water_qbft,distributed_generation_total_solar_pv_kw,electricity_kwh,year_one_energy_cost_us_dollars,comfort_result_time_setpoint_not_met_during_occupied_cooling,comfort_result_hours_out_of_comfort_bounds_PMV,year_one_demand_cost_us_dollars,size_kw,year_one_energy_supplied_kwh,electricity_produced_kwh,natural_gas_kwh,year_one_bill_us_dollars,size_kwh
API Generated 2021-06-16 04:04:10 +0000,5a7ce65f-df04-41bf-8e99-52318b6dc76f,2021-06-16T04:19:46.534Z,2021-06-16T04:34:33.619Z,completed,completed normal,25.64356408,0.617375388,43.80887091,14906.9618,1536.635343,375.4911167,120025.75,1903.0408,19567472.22,1820676.33,1346,1335,979202.83,933.6753883,17452792.61,19567473.06,26231341.67,2807079.17,6112.29477
API Generated 2021-06-16 16:35:53 +0000,b3924e76-7802-4f44-a6de-10f2805f9f67,2021-06-16T17:09:27.185Z,2021-06-16T17:25:28.265Z,completed,completed normal,29.92804311,0.113087973,44.45094295,10999.21976,443.467395,260.038942,121503.82,2247.3171,20044825,1818978.43,1559,1725,916458.05,1469.755187,17707669.79,20044826.11,26217466.67,2742636.47,11250.11981
API Generated 2021-06-16 16:35:52 +0000,bfe7f187-1bde-4fb3-b513-15cb04502b77,2021-06-16T16:35:54.453Z,2021-06-16T16:55:22.887Z,completed,completed normal,25.52737419,0.300972315,41.53761048,30028.38548,668.6227397,226.8773109,119516.06,1750.4596,19502263.89,1801603.03,1333,1341,854525.68,1432.382806,17602330.57,19502266.11,26235036.11,2663328.71,10654.8123
API Generated 2021-06-16 11:46:37 +0000,41a55ad5-0581-494e-a973-e4c1b6a9e74a,2021-06-16T12:33:51.772Z,2021-06-16T12:49:18.307Z,completed,completed normal,25.8107828,0.337051958,49.62625029,25255.38975,1183.511898,569.5149277,126045.81,2423.1411,20312091.67,1894937.84,1382,1341,1167860.06,689.343538,17657964.57,20312093.06,26192408.33,3069997.9,3300.45018
API Generated 2021-06-16 08:41:04 +0000,bdbcdeb4-03f4-4d9a-af2c-b64aeea6a406,2021-06-16T08:57:21.494Z,2021-06-16T09:13:09.517Z,completed,completed normal,26.23577639,0.17786711,48.96504803,28786.07443,600.3119715,231.2615839,125819.17,2860.2153,20306441.67,1801702.62,1358,1338,915260.34,1485.364253,17452500.81,20306443.06,26183833.33,2724162.96,12306.6765
API Generated 2021-06-16 13:19:44 +0000,deaa8290-582b-4d42-acbb-3a34bef99e69,2021-06-16T14:06:44.042Z,2021-06-16T14:20:59.900Z,completed,completed normal,20.3205727,0.709536525,40.80321645,39398.40609,549.6639904,210.968554,120655.81,1751.9045,19642452.78,1815339.92,1323,1337,848660.62,1487.036529,17745243.76,19642453.61,26247097.22,2671200.54,11080.58984
API Generated 2021-06-16 16:35:53 +0000,f14f3373-d2b8-4ade-b2d3-a87be042ade7,2021-06-16T16:52:36.543Z,2021-06-16T17:07:33.220Z,completed,completed normal,26.26686781,0.456258451,43.25690043,18168.83957,1515.47463,476.2174101,119496.01,1757.8196,19520644.44,1834989.21,1347,1341,1006634.71,862.4215548,17503708.08,19520646.94,26227272.22,2848823.92,4956.089294
API Generated 2021-06-16 07:08:56 +0000,b8ea13f9-5536-4520-8de3-d1740b3fd2c7,2021-06-16T07:55:17.917Z,2021-06-16T08:09:53.952Z,completed,completed normal,20.10606309,0.427541736,41.51061858,13437.38553,560.0370131,204.04197,120691.36,1581.8613,19655438.89,1833158.68,1313,1341,867569.1,1563.032516,17911789.29,19655441.67,26240186.11,2707927.79,11299.85362
API Generated 2021-06-16 12:17:24 +0000,fc38a4ea-6ee2-4e46-92e7-c11be2aeaadf,2021-06-16T13:02:08.784Z,2021-06-16T13:16:47.788Z,completed,completed normal,26.4748522,0.263800173,40.510762,37268.90801,1638.754267,809.4552815,119189.13,1581.8613,19501633.33,1867435.9,1311,1340,1129998.22,498.3961714,17554970.26,19501635.83,26248775,3004634.12,1822.574038
API Generated 2021-06-16 14:57:38 +0000,f2a7239e-6011-420f-bfc0-023039f63236,2021-06-16T15:28:21.172Z,2021-06-16T15:43:02.198Z,completed,completed normal,20.14482168,0.765596167,45.02528802,21301.75932,458.1843091,666.8749188,123231.96,2028.261,19877905.56,1860717.23,1345,1340,1061268.59,801.5483128,17600044.73,19877906.94,26210694.44,2929185.83,4073.983234
API Generated 2021-06-16 02:23:50 +0000,a47663ed-b45e-4916-89e2-5b6d0a9fd721,2021-06-16T02:23:53.932Z,2021-06-16T02:40:47.631Z,completed,completed normal,26.855502,0.993808069,49.90862889,34598.05408,1613.450674,837.2155751,125485.64,1602.0969,20263436.11,1989645.93,1400,1342,1305799.93,375.0929704,18275476.47,20263437.78,26200377.78,3302645.86,1039.90158
API Generated 2021-06-16 05:37:03 +0000,16c50be7-3b4b-4509-8860-1441e77c2093,2021-06-16T06:36:36.475Z,2021-06-16T06:51:16.664Z,completed,completed normal,25.66255846,0.994526619,49.90862889,31825.03746,1619.015455,837.2155751,126109.42,1581.8613,20310833.33,1996058.94,1390,1339,1305273.73,378.072633,18341006.19,20310836.11,26182502.78,3308532.67,1052.483066
API Generated 2021-06-16 01:23:20 +0000,2717026a-27a3-4ede-b063-35609cd1ba09,2021-06-16T02:08:23.663Z,2021-06-16T02:22:39.377Z,completed,completed normal,27.2332204,0.201262641,41.84166286,33209.87403,947.4169266,812.5539962,118979.06,1581.8613,19501741.67,1860657.15,1315,1340,1080966.26,668.2934872,17586277.15,19501741.94,26233044.44,2948823.41,2948.363169
API Generated 2021-06-16 05:37:03 +0000,c8a957e8-d005-4323-823c-0f862d876c1f,2021-06-16T06:09:34.256Z,2021-06-16T06:24:09.231Z,completed,completed normal,26.74451628,0.198254823,41.85880662,17303.42463,607.8541441,348.841302,119101.94,1936.0405,19500744.44,1790267.47,1328,1347,891345.45,1346.432321,17423986.82,19500746.94,26237650,2688812.92,9360.007019
API Generated 2021-06-16 15:28:31 +0000,e0fc7cab-7958-445b-b91a-80061d633dd2,2021-06-16T16:14:30.830Z,2021-06-16T16:35:43.777Z,completed,completed normal,29.47292243,0.612151961,49.21343293,12062.34176,1510.757486,451.8976685,124564.85,2280.0433,20197150,1897121.38,1378,1340,1158118.61,648.4562559,17678584.51,20197147.22,26193108.33,3062440,3674.186197
API Generated 2021-06-16 04:04:10 +0000,1b1de005-60ac-4230-9a82-60c868f343b3,2021-06-16T04:49:32.611Z,2021-06-16T05:04:39.185Z,completed,completed normal,25.02291039,0.178894475,49.81563395,32790.17549,1672.169744,836.7314513,126323.8,1581.8613,20332419.44,1998069.68,1373,1339,1302909.81,378.5292929,18362395.52,20332421.67,26205000,3308179.49,1052.327111
API Generated 2021-06-16 04:20:29 +0000,60ef88ea-b211-44e6-9285-02eaf3e1a55e,2021-06-16T05:05:59.683Z,2021-06-16T05:21:14.589Z,completed,completed normal,27.57787207,0.938969368,49.90862889,28276.36135,1667.942641,815.4637685,125248.69,1581.8613,20241727.78,1988762.73,1371,1342,1296896.37,406.0311966,18275439.96,20241730,26185525,3292859.11,1200.800801
API Generated 2021-06-16 10:14:08 +0000,26dee5c7-6ed4-4709-a6ad-3cde85631830,2021-06-16T10:45:35.362Z,2021-06-16T11:00:30.033Z,completed,completed normal,26.06031844,0.110247626,49.90862889,12749.58405,1083.315573,503.2553976,125814.06,3143.3158,20293102.78,1807971.97,1384,1339,1075273.29,891.2966029,17055765.57,20293104.72,26189411.11,2890445.26,5193.920558
API Generated 2021-06-16 00:49:35 +0000,ece0e41e-504c-40df-b1e3-ab7e5bbfc2b4,2021-06-16T01:37:25.249Z,2021-06-16T01:53:01.765Z,completed,completed normal,24.13056812,0.185270114,49.35758346,21107.15252,1553.454156,608.2023323,126552.44,1953.1934,20369358.33,1955236.96,1348,1338,1230244.58,545.1498162,18102105.19,20369359.17,26213475,3192681.54,2269.700517
API Generated 2021-06-16 14:57:38 +0000,2097a107-6cad-45ef-8766-f3f7490a2ac3,2021-06-16T15:58:16.265Z,2021-06-16T16:12:37.030Z,completed,completed normal,28.40749573,0.717806588,42.36291813,28641.83352,1662.007697,824.3422852,119155.88,1581.8613,19559366.67,1875684.84,1345,1341,1161448.45,467.9585262,17611933.97,19559367.5,26239661.11,3044333.3,1823.973699
API Generated 2021-06-16 00:49:35 +0000,6300ae37-f4cd-4619-a444-731065d72d39,2021-06-16T01:07:12.002Z,2021-06-16T01:22:29.250Z,completed,completed normal,29.66863269,0.3681413,45.76689137,14256.31163,917.6944071,327.592446,124044.44,2161.5925,20101133.33,1851857.18,1349,1346,969848.42,1053.694781,17800324.68,20101135,26202013.89,2828905.61,8024.07094
API Generated 2021-06-16 02:56:34 +0000,a922bff5-b140-49cc-904f-0fba6fd75d37,2021-06-16T03:42:56.645Z,2021-06-16T03:57:21.822Z,completed,completed normal,25.56728318,0.927771867,43.19167126,18389.80686,1499.77485,756.0192387,119653.84,1581.8613,19519197.22,1867995.34,1339,1335,1127955.06,563.7872975,17583099.43,19519197.5,26232438.89,3003150.4,2293.901597
API Generated 2021-06-16 09:13:17 +0000,b29f5a6a-0aed-466d-bab5-d6148954f908,2021-06-16T09:58:39.425Z,2021-06-16T10:13:28.791Z,completed,completed normal,29.79723645,0.801444689,49.82602153,17834.8695,1664.144699,686.4454444,124417.87,1677.398,20173063.89,1968828.01,1385,1342,1261563.15,478.3047351,18136671.55,20173064.17,26192505.56,3237591.16,1779.415925
API Generated 2021-06-16 06:08:41 +0000,df45aaa3-1fa5-4479-ace1-c815f0845f9b,2021-06-16T06:53:37.501Z,2021-06-16T07:08:17.469Z,completed,completed normal,28.31546417,0.611559968,40.59676973,30226.08837,1603.025775,776.8178761,119278.28,1581.8613,19552263.89,1873505.23,1326,1341,1147477.59,498.6244474,17608362.42,19552266.39,26245769.44,3028182.82,1941.83082
API Generated 2021-06-16 08:57:38 +0000,c4f48a3d-ffd8-43cf-8be5-f7b587cf548d,2021-06-16T09:43:55.795Z,2021-06-16T09:58:36.536Z,completed,completed normal,27.77951648,0.774303289,49.90862889,35126.00468,1656.974954,837.2155751,125187.27,1581.8613,20236422.22,1988445.76,1375,1337,1297160.18,411.4088001,18269569.12,20236423.06,26199008.33,3292805.94,1175.770344
API Generated 2021-06-16 11:46:37 +0000,5bbdcf92-a3e1-49c1-9096-c530c8a4f3e8,2021-06-16T12:03:28.574Z,2021-06-16T12:18:26.453Z,completed,completed normal,27.02118461,0.220984063,41.5618431,36788.80494,425.4281929,212.1793786,119125.1,1762.3062,19496983.33,1791346.52,1324,1339,829977.64,1641.489005,17599831.31,19496983.89,26233986.11,2628524.16,11929.45377
API Generated 2021-06-16 16:35:53 +0000,52745a65-2328-4e48-9c37-0e951c4902f1,2021-06-16T16:53:24.174Z,2021-06-16T17:09:42.420Z,completed,completed normal,20.09157087,0.432205603,40.42443133,37618.12937,420.7503314,205.7934645,120700.85,1767.1741,19653713.89,1807447.7,1331,1335,820628.3,1714.042079,17757394,19653713.61,26253186.11,2635276,12695.62725
API Generated 2021-06-16 04:04:09 +0000,52490537-5ec6-43c8-95b2-620c2f617f36,2021-06-16T04:04:10.399Z,2021-06-16T04:21:48.350Z,completed,completed normal,20.15665993,0.343238949,47.86125249,15471.79218,897.2469922,433.1043878,127517.53,3794.7626,20461627.78,1742665.63,1365,1338,974921.59,1240.024715,16715734.3,20461630.28,26185647.22,2724787.23,7549.836261
API Generated 2021-06-16 04:04:09 +0000,a5a0e238-a50c-4fee-9d78-e43dfb76437b,2021-06-16T04:04:11.297Z,2021-06-16T04:21:44.145Z,completed,completed normal,26.20968748,0.994526619,49.90862889,31909.88821,685.7322485,224.012536,125742.11,3213.5398,20292163.89,1763565.94,1357,1341,895934.44,1554.3905,17127779.75,20292165.56,26193147.22,2666700.39,12461.23166
API Generated 2021-06-16 04:04:10 +0000,5d6034f4-e449-459c-9aa4-1286f38bcea2,2021-06-16T04:34:33.751Z,2021-06-16T04:49:32.472Z,completed,completed normal,20.07631985,0.565251447,43.38085522,13303.27875,443.4569089,388.565218,121019.98,1967.42,19683316.67,1811456.91,1334,1336,909851.6,1260.430307,17564583.42,19683318.06,26225325,2728508.51,8418.4827
API Generated 2021-06-16 12:02:56 +0000,9b006d0a-a154-4097-ac85-014d069b880d,2021-06-16T12:49:09.356Z,2021-06-16T13:04:17.838Z,completed,completed normal,20.08069976,0.934758849,49.80769136,7488.047506,1311.40596,812.8320547,127476.01,1619.594,20443166.67,2001055.91,1380,1340,1273011.33,463.3540446,18452472.33,20443166.11,26186094.44,3281267.23,1566.168961
API Generated 2021-06-16 00:49:35 +0000,3844f8a0-e690-4ff9-adde-ecefdf958105,2021-06-16T01:07:25.258Z,2021-06-16T01:22:36.205Z,completed,completed normal,21.24895914,0.285052236,48.87481658,6235.803435,552.0272929,529.5504868,127352.01,3762.597,20447186.11,1746492.6,1368,1342,982963.98,1244.83119,16719696.52,20447185.56,26195938.89,2736656.58,7153.263298
API Generated 2021-06-16 02:23:50 +0000,ddf55dba-4fa7-4a06-b0c6-a6548fa31007,2021-06-16T02:55:39.946Z,2021-06-16T03:10:13.720Z,completed,completed normal,27.77337945,0.429617725,43.05903645,20901.95377,1611.079859,781.457606,118990.67,1581.8613,19493205.56,1866420.77,1323,1336,1144279.42,561.3579603,17556726.36,19493203.61,26222188.89,3017900.19,2253.228318
API Generated 2021-06-16 04:04:10 +0000,056a4109-0c7f-4b79-bbcf-c7e914336c9c,2021-06-16T04:48:35.735Z,2021-06-16T05:02:49.385Z,completed,completed normal,29.73169673,0.125352682,41.90229315,11168.04569,1149.931984,330.980841,121659.48,2288.1101,20039305.56,1825873.91,1482,1647,988078.93,1103.347948,17629809.26,20039306.94,26241011.11,2821152.85,8250.16627
API Generated 2021-06-16 05:37:03 +0000,cc9bcd90-58e9-4f68-b13a-66964b2b2249,2021-06-16T05:37:04.598Z,2021-06-16T05:52:46.282Z,completed,completed normal,27.9170601,0.627694972,40.70593005,33558.9632,1630.91011,743.6191848,118945.74,1581.8613,19501336.11,1863925.2,1329,1342,1113950.72,564.2433103,17569732.2,19501333.61,26244933.33,2985075.92,2372.624781
API Generated 2021-06-16 13:36:14 +0000,ef7fe075-7b37-44e7-b1eb-d416556da7c8,2021-06-16T14:26:43.178Z,2021-06-16T14:41:18.494Z,completed,completed normal,26.94565325,0.876794326,48.82409232,39229.94444,1655.228705,754.6225999,125491.84,1581.8613,20277250,1990478.79,1372,1341,1271100.95,404.0809373,18317505.37,20277252.5,26190869.44,3268779.75,1461.735765
API Generated 2021-06-16 00:49:35 +0000,7ad84cde-a891-4a8a-b284-24d6620073a7,2021-06-16T01:38:31.028Z,2021-06-16T01:53:52.236Z,completed,completed normal,26.65347208,0.703940071,49.31337639,10455.35989,1344.6917,533.6208792,125644.37,2460.7617,20280152.78,1888491.89,1387,1337,1176180.5,610.7568377,17591126.14,20280154.17,26200044.44,3071872.39,3259.64945
API Generated 2021-06-16 02:23:50 +0000,046a377d-7a5c-46c9-acd8-dc89588694ec,2021-06-16T03:11:56.746Z,2021-06-16T03:27:12.050Z,completed,completed normal,21.06785922,0.522915949,48.79416007,8256.843343,517.5273922,342.6384705,127294.93,3579.338,20446244.44,1749737.48,1365,1342,920737.68,1472.329283,16932901.87,20446244.44,26185919.44,2677675.16,10173.81823
API Generated 2021-06-16 13:19:44 +0000,8a2fdc96-c374-4168-8871-543a3d6f3167,2021-06-16T13:50:31.297Z,2021-06-16T14:05:30.862Z,completed,completed normal,29.93230049,0.123069534,47.61695449,6797.053539,1362.246741,293.9908718,124265.9,3205.9325,20190444.44,1767140.17,1339,1342,969505.53,1170.99321,17006608.15,20190445,26199466.67,2743845.71,9755.090601
API Generated 2021-06-16 10:29:58 +0000,a83cf6af-2f4a-4dc3-8f22-9ffbe1ce5b6d,2021-06-16T11:15:20.285Z,2021-06-16T11:29:55.983Z,completed,completed normal,25.56490815,0.970828063,49.13041365,33917.63484,1666.418814,711.6331056,126154.16,1581.8613,20321350,1993279.55,1385,1341,1273511.77,456.2220817,18365356.2,20321351.39,26193536.11,3273991.33,1637.773677
API Generated 2021-06-16 01:05:05 +0000,fd6ef846-496d-4aaf-b19e-49ff92db8eb8,2021-06-16T01:51:19.693Z,2021-06-16T02:05:49.537Z,completed,completed normal,20.66989576,0.522915949,49.57314949,9720.615775,517.5273922,390.7103705,127415.58,3763.4933,20440397.22,1735314.33,1357,1336,930394.06,1406.474502,16752289.56,20440399.17,26199861.11,2672908.4,9232.304288
API Generated 2021-06-16 04:04:10 +0000,5b8e4aab-8668-4439-8925-37b2aa55a316,2021-06-16T04:04:11.818Z,2021-06-16T04:19:46.318Z,completed,completed normal,24.60380474,0.994526619,40.70717626,39547.34514,566.58877,476.6425201,119777.49,2161.2714,19540397.22,1782100.7,1307,1340,909796.11,1161.536146,17230557.98,19540399.72,26249411.11,2699096.81,7240.757547
API Generated 2021-06-16 04:04:10 +0000,2da35ef1-1cb0-4940-ac9a-7dfb388387c2,2021-06-16T04:35:11.423Z,2021-06-16T04:51:14.755Z,completed,completed normal,28.63198857,0.994526619,49.90862889,7526.897568,1656.712336,837.2155751,124706.55,1581.8613,20206102.78,1986891.15,1353,1339,1309316.33,367.5523013,18234810,20206105.28,26198336.11,3303407.47,995.0819079
API Generated 2021-06-16 05:37:03 +0000,8907f65d-2ec3-4c38-b251-50baa98d1dc3,2021-06-16T05:54:55.537Z,2021-06-16T06:09:34.113Z,completed,completed normal,29.08508518,0.597927233,47.56625561,23141.89794,1314.304889,659.7932396,124575.45,2052.1364,20224569.44,1930100.48,1315,1337,1212377.08,567.7078218,17877816.78,20224568.89,26189738.89,3149677.56,2548.572126
API Generated 2021-06-16 11:46:37 +0000,556dbea0-0744-4085-9ffe-63852d4115a8,2021-06-16T12:03:33.476Z,2021-06-16T12:18:33.691Z,completed,completed normal,24.26384671,0.712809883,44.92720111,9815.069752,576.3153146,269.9218653,122189.28,2616.0438,19773069.44,1755801.55,1358,1337,890416.1,1379.320785,17096884.09,19773068.61,26203383.33,2653417.66,9859.762368
API Generated 2021-06-16 13:36:44 +0000,abd520e4-1da7-4c91-8a7e-7cd7070cfae1,2021-06-16T14:33:34.746Z,2021-06-16T14:48:03.246Z,completed,completed normal,29.94796864,0.183038239,41.5977615,11102.91556,478.5068734,222.3797145,122520.52,2952.0678,20110797.22,1758719.83,1489,1607,909263.49,1535.544164,17150736.56,20110798.33,26241722.22,2675183.32,11283.96281
API Generated 2021-06-16 14:57:38 +0000,81d74e50-d59d-48cd-ae02-784ba61de1bd,2021-06-16T15:28:43.027Z,2021-06-16T15:43:33.697Z,completed,completed normal,29.91608724,0.772009081,45.6737576,12433.00883,1640.098033,488.4985332,124121.94,1706.1306,20117955.56,1927589.5,1329,1340,1124089.59,577.818761,18096551.69,20117958.06,26199672.22,3058879.09,3182.395547
API Generated 2021-06-16 13:50:57 +0000,77cb5ac1-e676-4dcf-aa61-1efe81545da5,2021-06-16T14:38:29.571Z,2021-06-16T14:52:53.454Z,completed,completed normal,20.0262549,0.936335074,49.32730819,21874.81975,1377.686259,816.4821397,127470.56,1581.8613,20444780.56,2005784.13,1376,1345,1280727.93,444.1694504,18484247.61,20444777.78,26193747.22,3293712.07,1437.882513
API Generated 2021-06-16 11:46:37 +0000,462a2990-f26e-48f3-9085-7f64a1fb3aba,2021-06-16T12:18:35.686Z,2021-06-16T12:33:51.596Z,completed,completed normal,27.53805149,0.58061693,42.47556085,30526.64485,1664.114154,780.6788908,118874.36,1581.8613,19464313.89,1864118.76,1310,1341,1140020.42,492.6144232,17517290.07,19464312.22,26243905.56,3011339.19,1817.32517
API Generated 2021-06-16 13:19:44 +0000,3560db64-5755-4db1-9f66-73fbae0af787,2021-06-16T13:19:46.328Z,2021-06-16T13:36:05.081Z,completed,completed normal,29.85796383,0.141846998,45.18693691,36809.71772,1317.452901,260.038942,122427.24,2227.0742,20159527.78,1848012.33,1525,1649,1001281,1053.954501,17799442.6,20159525.56,26206508.33,2856493.33,8326.145876
API Generated 2021-06-16 02:41:15 +0000,7ca68f9d-ebc4-4e68-9ac6-b75162326c44,2021-06-16T03:39:12.977Z,2021-06-16T03:54:06.144Z,completed,completed normal,20.12878097,0.730890737,49.57314949,11652.81883,436.3410882,520.7231439,127490.27,4094.0193,20445013.89,1711108.98,1381,1336,957334.64,1284.064325,16436433.01,20445011.94,26202452.78,2675643.62,7475.532179
API Generated 2021-06-16 00:49:35 +0000,93bfd047-1fc7-4ea7-b1ca-f4f971351cad,2021-06-16T01:06:59.508Z,2021-06-16T01:23:37.087Z,completed,completed normal,25.10529088,0.207116042,42.03560432,5809.35488,601.0500891,588.4824624,121213.91,2243.3455,19750541.67,1815984.34,1418,1476,1043912.04,1056.460399,17348453.64,19750540.28,26229725,2867096.39,6622.481811
API Generated 2021-06-16 08:41:04 +0000,eb8e0df8-a90d-499f-a19e-56a8502ad6e6,2021-06-16T09:11:46.235Z,2021-06-16T09:26:14.944Z,completed,completed normal,20.11964166,0.6221611,48.92880566,16075.18792,1319.189581,826.8701728,127490.4,1818.3425,20446950,1979321.37,1347,1340,1266093.71,505.2333595,18285890.19,20446952.22,26194797.22,3252615.08,1773.29014
API Generated 2021-06-16 13:50:52 +0000,b9f37856-e053-4b2e-b660-7c4418f133c7,2021-06-16T14:37:33.019Z,2021-06-16T14:54:01.437Z,completed,completed normal,20.06492142,0.948665319,47.19692317,19914.02407,1261.895993,829.3861707,127534.13,1581.8613,20478675,2008502.83,1353,1339,1269698.39,453.2917358,18520545.44,20478676.94,26197088.89,3285401.22,1537.394401
API Generated 2021-06-16 02:23:50 +0000,3a2c0409-07d4-44a6-a2d6-993b12000d41,2021-06-16T02:40:34.434Z,2021-06-16T02:56:18.423Z,completed,completed normal,26.31484777,0.98850643,49.90862889,27183.64077,1611.945802,837.2155751,125681.53,1602.0585,20284200,1991580.56,1367,1340,1304983.74,376.2455172,18296305.68,20284198.89,26186911.11,3303764.31,1039.925371
API Generated 2021-06-16 08:41:04 +0000,aace3f44-8ee4-4ce8-8bf5-89df4204af88,2021-06-16T09:27:33.490Z,2021-06-16T09:42:50.039Z,completed,completed normal,20.68744504,0.605023939,49.6813402,20437.17451,430.0001417,232.8142458,127381.8,2825.8126,20440725,1811993.92,1376,1338,905407.44,1637.81665,17621080.11,20440727.22,26189472.22,2724601.36,13068.92413
API Generated 2021-06-16 11:46:37 +0000,7a05f810-d925-4122-b981-f6b53b25393c,2021-06-16T11:46:41.958Z,2021-06-16T12:03:33.309Z,completed,completed normal,20.37352882,0.10993302,44.64947106,9055.878435,1113.53537,376.1893665,121107.29,1855.0738,19714363.89,1830617.58,1388,1448,973667.91,1200.245435,17694705.04,19714366.39,26207219.44,2811485.49,8423.842062
